"tag_id","t_run","t_rear_type","pass_type_T_R","rel_huc","rel_site","rel_rkm","rel_age","MPG","MPG.bin","BYage0","SYage1","AYageT","adult_age","OceanAge","length","SYage1_DOY","LGR.flow.7d","LGR.temp.7d","NPGO.ONDJFM.T","NPGO.ONDJFM.T.AVG3"
"5111225509",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2001",5,"3-Ocean or greater",118,"101",62.2697142857143,9.10314285714286,2.347,1.681
"5273790F61",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",122,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"5303215522",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",123,"146",125.069142857143,12.465,2.347,1.89966666666667
"527936447D",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",119,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"52644B517B",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",116,"131",94.984,10.2762857142857,1.814,1.89966666666667
"526B7B5B37",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",100,"114",111.210142857143,9.72642857142857,2.347,1.89966666666667
"511A7F1A60",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",117,"109",55.5852857142857,9.59328571428571,1.538,1.681
"5300591D43",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",122,"124",106.416714285714,9.768,2.347,1.89966666666667
"5275156D29",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",109,"119",114.383428571429,10.0317142857143,2.347,1.89966666666667
"511A705B12",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",119,"106",78.4517142857143,8.64842857142857,2.347,1.89966666666667
"53043C3B5C",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",119,"119",114.383428571429,10.0317142857143,1.814,1.89966666666667
"52647A116D",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",108,"129",98.9631428571429,10.1541428571429,2.347,1.89966666666667
"52734D0447",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",117,"128",100.334571428571,10.0191428571429,1.814,1.89966666666667
"525F732612",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",107,"124",106.416714285714,9.768,2.347,1.89966666666667
"527505757D",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",116,"117",116.973285714286,9.90014285714286,2.347,1.89966666666667
"52714F1B62",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",117,"125",103.352428571429,9.72814285714286,2.347,1.89966666666667
"526B4D3969",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",114,"128",100.334571428571,10.0191428571429,1.814,1.89966666666667
"526F2D0A29",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",106,"123",108.377428571429,9.87871428571429,2.347,1.89966666666667
"524B7C4220",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",105,"121",110.911428571429,9.99771428571429,2.347,1.89966666666667
"52787D3927",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",101,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"5276200565",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",106,"122",109.830428571429,9.95257142857143,2.347,1.89966666666667
"5261243F0F",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",117,"131",94.984,10.2762857142857,2.347,1.89966666666667
"53043A0C47",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",109,"141",85.7602857142857,11.2371428571429,2.347,1.89966666666667
"5278495455",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",107,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"527840646B",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",98,"113",108.519571428571,9.70014285714286,1.814,1.89966666666667
"51005E4D32",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",115,"146",125.069142857143,12.465,2.347,1.89966666666667
"526A157E23",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",114,"120",111.583428571429,10.0852857142857,2.347,1.89966666666667
"526D0E7575",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",91,"116",116.344142857143,9.81985714285714,2.347,1.89966666666667
"53031D345B",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",116,"135",88.7881428571429,10.39,1.814,1.89966666666667
"53016D5678",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",97,"119",114.383428571429,10.0317142857143,2.347,1.89966666666667
"530464675D",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",112,"122",109.830428571429,9.95257142857143,2.347,1.89966666666667
"51112B5150",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",109,"103",61.637,9.35571428571428,1.538,1.681
"527676003A",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",105,"118",116.377428571429,9.95428571428571,1.814,1.89966666666667
"51131A5B3A",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2001",5,"3-Ocean or greater",122,"128",119.767428571429,12.44175,2.347,1.681
"53004B1C6B",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",120,"120",111.583428571429,10.0852857142857,2.347,1.89966666666667
"5276187B25",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",106,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"5304570C7E",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",119,"118",116.377428571429,9.95428571428571,1.814,1.89966666666667
"5116346B54",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",113,"101",62.2697142857143,9.10314285714286,1.538,1.681
"52761B136A",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",113,"119",114.383428571429,10.0317142857143,2.347,1.89966666666667
"526029740C",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",116,"124",106.416714285714,9.768,2.347,1.89966666666667
"5277204924",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",110,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"5113425E59",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",119,"109",55.5852857142857,9.59328571428571,1.538,1.681
"5107587F5F",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","1999",3,"1-Ocean",118,"111",56.7817142857143,9.80242857142857,1.158,1.681
"51117A4852",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",97,"103",61.637,9.35571428571428,1.538,1.681
"504C515911",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",109,"119",85.5475714285714,10.9218571428571,1.538,1.681
"5301744124",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",109,"121",110.911428571429,9.99771428571429,2.347,1.89966666666667
"3D9.1BF108E2D5",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2001",3,"1-Ocean",118,"130",91.2461428571429,10.9574285714286,2.347,1.91866666666667
"526244360F",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",112,"115",114.021428571429,9.77157142857143,2.347,1.89966666666667
"51134B3626",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",118,"108",56.4281428571429,9.576,1.538,1.681
"5302250911",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",119,"119",114.383428571429,10.0317142857143,2.347,1.89966666666667
"3D9.1BF0DD6D2A",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2001",3,"1-Ocean",115,"109",98.5751428571429,9.72271428571429,2.347,1.91866666666667
"511B7B2C5B",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",119,"103",61.637,9.35571428571428,1.538,1.681
"510005030A",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",105,"97",56.6945714285714,8.32228571428571,1.538,1.681
"510C07675B",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",116,"102",62.3822857142857,9.21785714285714,1.538,1.681
"517D116A4B",1,"W","ROR","17060205","BEARVC","522.303.319.170.015","ParrAboveLGR","Middle Fork Salmon River","Clearwater and Salmon","1998","1999","2001",4,"2-Ocean",74,"123",108.377428571429,9.87871428571429,2.347,1.89966666666667
"3D9.1BF1130B8A",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2003",3,"1-Ocean",109,"158",122.344714285714,12.1094285714286,1.595,0.329666666666667
"3D9.1BF109FBFF",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2001",3,"1-Ocean",116,"104",81.6235714285714,9.33057142857143,2.347,1.91866666666667
"3D9.1BF107512D",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2001",3,"1-Ocean",120,"154",84.8988571428571,12.7827142857143,2.347,1.91866666666667
"3D9.1BF0FB706F",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2001",3,"1-Ocean",114,"120",101.765571428571,10.2774285714286,2.347,1.91866666666667
"3D9.1BF10800BF",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2001",3,"1-Ocean",113,"130",91.2461428571429,10.9574285714286,2.347,1.91866666666667
"510A511712",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",107,"97",56.6945714285714,8.32228571428571,1.538,1.681
"5274743E3F",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",113,"121",110.911428571429,9.99771428571429,1.814,1.89966666666667
"526A1E1A67",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",99,"114",111.210142857143,9.72642857142857,1.814,1.89966666666667
"511B1E6529",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",116,"104",59.7114285714286,9.49685714285714,1.538,1.681
"526F5C402C",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",115,"122",109.830428571429,9.95257142857143,2.347,1.89966666666667
"3DD.00777C7C1D",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2016","2017","2019",4,"2-Ocean",113,"95",156.188714285714,8.16514285714286,-1.797,-2.07233333333333
"52755E1972",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",113,"120",111.583428571429,10.0852857142857,1.814,1.89966666666667
"53021D7751",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",111,"120",111.583428571429,10.0852857142857,2.347,1.89966666666667
"52720F5B69",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",110,"113",108.519571428571,9.70014285714286,1.814,1.89966666666667
"510C6D1D6B",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",115,"109",55.5852857142857,9.59328571428571,1.538,1.681
"526B5D0407",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",120,"112",103.309428571429,9.71142857142857,2.347,1.89966666666667
"52781E645A",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",114,"118",116.377428571429,9.95428571428571,1.814,1.89966666666667
"526B551200",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",110,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"510F136728",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",123,"102",62.3822857142857,9.21785714285714,1.538,1.681
"523639221D",1,"W","ROR","17060104","GRANDR","522.271.001","SmoltAboveLGR","Grande Ronde/Imnaha","Grande Ronde/Imnaha","1998","1999","2002",5,"3-Ocean or greater",118,"122",109.830428571429,9.95257142857143,1.814,1.89966666666667
"5257602433",2,"W","ROR","17060102","IMNTRP","522.308.007","SmoltAboveLGR","Grande Ronde/Imnaha","Grande Ronde/Imnaha","1998","1999","2001",4,"2-Ocean",112,"122",109.830428571429,9.95257142857143,2.347,1.89966666666667
"526B5D4250",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",104,"118",116.377428571429,9.95428571428571,2.347,1.89966666666667
"3D9.1C2D6FA415",1,"W","T","17060205","MARTRP","522.303.319.170.011","ParrAboveLGR","Middle Fork Salmon River","Clearwater and Salmon","2012","2013","2016",5,"3-Ocean or greater",62,"132",88.5364285714286,11.3928571428571,-0.447,-0.493666666666667
"3D9.1BF11476B8",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2001","2002","2004",4,"2-Ocean",115,"134",60.8952857142857,9.77657142857143,0.452,0.329666666666667
"511E507D74",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",103,"100",77.5981428571429,7.94342857142857,1.814,1.89966666666667
"5110522E22",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2001",5,"3-Ocean or greater",101,"106",57.9852857142857,9.57357142857143,2.347,1.681
"52717F042C",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",117,"112",103.309428571429,9.71142857142857,2.347,1.89966666666667
"52612F7D66",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",106,"115",114.021428571429,9.77157142857143,2.347,1.89966666666667
"5271034414",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",115,"122",109.830428571429,9.95257142857143,2.347,1.89966666666667
"5269694822",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",115,"116",116.344142857143,9.81985714285714,1.814,1.89966666666667
"5260232E49",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",107,"126",102.020857142857,9.72871428571429,2.347,1.89966666666667
"52601D4C40",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",116,"117",116.973285714286,9.90014285714286,2.347,1.89966666666667
"53012C2861",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2002",5,"3-Ocean or greater",113,"125",103.352428571429,9.72814285714286,1.814,1.89966666666667
"510C172C1F",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",108,"97",56.6945714285714,8.32228571428571,1.538,1.681
"5112145033",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",119,"103",61.637,9.35571428571428,1.538,1.681
"5109435369",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1997","1998","2000",4,"2-Ocean",116,"99",60.7268571428571,8.72942857142857,1.538,1.681
"5271462F46",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",107,"123",108.377428571429,9.87871428571429,2.347,1.89966666666667
"51210F511E",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",101,"90",113.236571428571,7.26857142857143,2.347,1.89966666666667
"52483F3C4D",1,"W","ROR","17060104","GRANDR","522.271.001","SmoltAboveLGR","Grande Ronde/Imnaha","Grande Ronde/Imnaha","1998","1999","2001",4,"2-Ocean",121,"98",80.9678571428571,7.67071428571429,2.347,1.89966666666667
"530014782E",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1998","1999","2001",4,"2-Ocean",115,"120",111.583428571429,10.0852857142857,2.347,1.89966666666667
"3D9.1BF0EA1848",1,"W","ROR","17060105","LOSTIR","522.271.131.042.021","SmoltAboveLGR","Grande Ronde/Imnaha","Grande Ronde/Imnaha","1999","2000","2002",4,"2-Ocean",86,"151",89.862,13.1042857142857,1.814,1.91866666666667
"3D9.1BF0DE7F0B",1,"W","ROR","17060205","SULFUC","522.303.319.150.006","ParrAboveLGR","Middle Fork Salmon River","Clearwater and Salmon","1999","2000","2002",4,"2-Ocean",69,"107",93.6025714285714,9.678,1.814,1.91866666666667
"3D9.1C67C55C26",1,"W","T","17060201","SAWTRP","522.303.617","SmoltAboveLGR","Upper Salmon River","Clearwater and Salmon","2009","2010","2012",4,"2-Ocean",97,"141",80.2702857142857,12.6892857142857,0.633,0.848333333333333
"3D9.1C2C2FE735",1,"W","T","17060205","MARTRP","522.303.319.170.011","ParrAboveLGR","Middle Fork Salmon River","Clearwater and Salmon","2007","2008","2009",3,"1-Ocean",94,"133",91.5975714285714,10.1142857142857,0.925,1.04333333333333
"3D9.1BF0F21BF2",5,"W","ROR","17060209","SALTRP","522.303.103","SmoltAboveLGR","Lower Salmon River","Clearwater and Salmon","1999","2000","2002",4,"2-Ocean",109,"129",93.4805714285714,10.9924285714286,1.814,1.91866666666667
"3D9.1BF0F28967",5,"W","ROR","17060209","SALTRP","522.303.103","SmoltAboveLGR","Lower Salmon River","Clearwater and Salmon","1999","2000","2002",4,"2-Ocean",108,"109",98.5751428571429,9.72271428571429,1.814,1.91866666666667
"3D9.1C2C4547A2",1,"W","ROR","17060204","LEMHIR","522.303.416.005","ParrAboveLGR","Upper Salmon River","Clearwater and Salmon","2008","2009","2011",4,"2-Ocean",96,"115",114.335142857143,8.87171428571428,0.753,0.946
"3D9.1BF0FEA102",5,"W","T","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2002",4,"2-Ocean",115,"119",103.341857142857,10.2735714285714,1.814,1.91866666666667
"3D9.1BF2789673",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2011",4,"2-Ocean",116,"126",85.0844285714286,9.28371428571429,0.753,0.946
"3D9.1BF122D366",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",106,"114",33.2817142857143,10.0848571428571,1.814,1.287
"3D9.1BF23274B4",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2006","2007","2009",4,"2-Ocean",106,"128",79.608,10.4594285714286,0.925,1.125
"3D9.1BF1202660",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",113,"123",57.2351428571429,11.5181428571429,1.814,1.287
"3D9.1BF26B491D",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2010",4,"2-Ocean",115,"136",87.5334285714286,9.85914285714286,1.452,1.04333333333333
"3D9.1BF23A5A09",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2006","2007","2009",4,"2-Ocean",111,"125",80.9684285714286,10.9685714285714,0.925,1.125
"3D9.1BF0E25DD6",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",107,"129",49.0284285714286,10.4352857142857,1.814,1.287
"3D9.1BF276199E",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2010",3,"1-Ocean",118,"139",101.528714285714,11.0371428571429,1.452,0.946
"3D9.1BF0F806CF",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",107,"127",53.3147142857143,10.3044285714286,1.814,1.287
"3D9.1BF0E3CCB2",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",116,"127",53.3147142857143,10.3044285714286,1.814,1.287
"3D9.1BF0E46191",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",116,"131",49.491,10.943,1.814,1.287
"3D9.1BF0E4292C",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",116,"125",56.8082857142857,10.8898571428571,1.814,1.287
"3D9.1BF15556E0",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2003","2004","2006",4,"2-Ocean",118,"114",45.8655714285714,10.1037142857143,-1.107,-0.902
"3D9.1BF238C08C",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2006","2007","2009",4,"2-Ocean",119,"127",82.0465714285714,10.7152857142857,0.925,1.125
"3D9.1BF26EF665",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2007","2008","2009",3,"1-Ocean",117,"112",64.1262857142857,8.48914285714286,0.925,1.04333333333333
"3D9.1BF123E529",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",119,"116",34.8917142857143,10.9071428571429,1.814,1.287
"3D9.1BF122E79A",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2000","2001","2002",3,"1-Ocean",117,"121",51.5537142857143,12.0142857142857,1.814,1.287
"3D9.1BF26F5FBA",5,"W","T","17060107","LGRRBR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","2008","2009","2011",4,"2-Ocean",102,"133",92.3768571428571,10.2104285714286,0.753,0.946
"3D9.1BF1097F9A",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2003",5,"3-Ocean or greater",117,"109",98.5751428571429,9.72271428571429,1.595,1.91866666666667
"3D9.1BF0E3F97E",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2002",4,"2-Ocean",122,"109",98.5751428571429,9.72271428571429,1.814,1.91866666666667
"3D9.1BF0FE66AE",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2002",4,"2-Ocean",113,"133",83.5822857142857,10.838,1.814,1.91866666666667
"3D9.1BF108F197",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2002",4,"2-Ocean",116,"133",83.5822857142857,10.838,1.814,1.91866666666667
"3D9.1BF0DDCC92",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2002",4,"2-Ocean",103,"124",93.8327142857143,10.7884285714286,1.814,1.91866666666667
"3D9.1BF105EA7D",5,"W","ROR","17060107","LGRRRR","522.173","SmoltAtLGR","Lower Snake River","Lower Snake","1999","2000","2002",4,"2-Ocean",122,"131",88.636,10.8867142857143,1.814,1.91866666666667
